고객 이름,Membership Type,시도,시군구,상세주소(도로명주소).1.1,전화,제품,ref,제조번호,설치일자,AX 코드,S.Territory
강릉사과나무치과의원,DS Core Care 1-3,강원특별자치도,강릉시,교동광장로 103,,Primescan Connect,6795491,M6785344S809159/4HVVO44,2025-06-12,114747,EAST
더바른치과의원,DS Core Care 1-3,경기도,수원시,장안구 수성로 268,031-248-2804,Primescan Connect,6795491,"M6785344S809634	/7Z05Y84",2025-06-11,114771,WEST
송산치과의원,DS Core Care 1-3,경기도,의정부시,용민로 76,031-853-8034,Primescan Connect,6795491,M6785344S809621/1GW4Y84,2025-06-09,105354,EAST
노블치과의원,DS Core Care 1-3,전북특별자치도,군산시,궁포1로 24-9 ,063-463-2279,Primescan Connect,6795491,M6785344S809893/7LXC194,2025-06-05,114758,WEST
군산삼성치과의원,DS Core Care 1-3,전북특별자치도,군산시,조촌로 44 ,063-452-9000,Primescan Connect,6795491,M6785344S809892/HS6K294,2025-06-05,114757,WEST
연세스탠다드치과,DS Core Care 1-3,경기도,의정부시,천보로 64,031-827-0075,Primescan Connect,6795491,M6785344S809142/OPYF164,2025-06-05,113735,EAST
바위치과,DS Core Care 1-3,경기도,화성시,송산면 사강로 208,031-357-7522,Primescan Connect,6795491,M6785344S807296/H4DV234,2025-05-29,114748,WEST
새맑은치과의원,DS Core Care 1-3,경기도,양평군,양평읍 시민로 29,010-9520-1718,Primescan Connect,6795491,M6785344S802792/PF42JXAJ,2025-05-29,114444,EAST
온 스타일 치과 기공소,DS Core Care 1-3,경기도,의정부시,의정로 198,010-3548-5495,Primescan Connect,6795491,M6785344S809660,2025-05-29,114741,EAST
부민치과의원,DS Core Care 1-3,부산광역시,북구,만덕대로65번길 9 ,051-335-2875,Primescan Connect,6795491,M6785344S808909/590BB54,2025-05-29,114743,EAST
광주본플란트치과의원,DS Core Care 1-3,경기도,광주시,오포읍 양벌로 207,031-798-7528,Primescan Connect,6795491,M6785344S809722,2025-05-28,113289,EAST
광주본플란트치과의원,DS Core Care 1-3,경기도,광주시,오포읍 양벌로 207,031-798-7528,Primescan Connect,6795491,M6785344S809727,2025-05-28,113289,EAST
루체치과의원,DS Core Care 1-3,서울특별시,강남구,도산대로49길 10 3,02-549-2500,Primescan Connect,6795491,M6785344S809089/7TS6C54,2025-05-28,107341,EAST
서울바움치과,DS Core Care 1-3,서울특별시,중구,서소문로 125,02-6242-2875,Primescan Connect,6795491,M6785344S809662/8B24Y84,2025-05-27,111802,WEST
전상운치과의원,DS Core Care 1-3,광주광역시,동구,밤실로 147,062-268-0220,Primescan Connect,6795491,M6785344S809654/8115Y84,2025-05-27,111181,WEST
더 지안 치과의원,,제주특별자치도,제주시,한라대학로 15,064-748-7585,Primescan Connect,6795491,M6785344S808363/HXBLB54,2025-05-26,114730,WEST
서울정성치과의원,DS Core Care 1-3,경기도,광주시,태봉로 226-16,,Primescan Connect,6795491,M6785344S809164,2025-05-26,114727,EAST
플랜트치과의원_대구 동구,,대구광역시,동구,안심로22길 46,053-942-0007,Primescan Connect,6795491,M6785344S809724,2025-05-23,113387,EAST
더고운치과의원,DS Core Care 1-3,경기도,고양시,일산서구 중앙로 1422 ,031-925-2804,Primescan Connect,6795491,M6785344S809119/B2SF164,2025-05-23,114726,WEST
연세용치과의원,DS Core Care 1-3,서울특별시,강서구,양천로 476,02-6347-2875,Primescan Connect,6795491,M6785344S809160/F3WS044,2025-05-23,114728,WEST
연세이에스치과기공소,,대전광역시,서구,문정로170번길 167-7 ,,Primescan Connect,6795491,M6785344S806874/7KJCB54,2025-05-28,112728,WEST
미치과의원,DS Core Care 1-3,인천광역시,서구,심곡동 3지구 44BL1-4LT,032-567-2875,Primescan Connect,6795491,M6785344S809162 / 5SQS044,2025-05-22,114737,WEST
한결치과,DS Core Care 1-3,전라남도,순천시,중앙로 10,061-745-2879,Primescan Connect,6795491,M6785344S809080/BJVV044,2025-05-20,110654,WEST
가좌연합치과의원,DS Core Care 1-3,경기도,고양시,일산서구 가좌1로 53,031-921-7200,Primescan Connect,6795491,M6785344S809733/8NW4Y84,2025-05-19,102299,WEST
충주연세세브란스 치과의원,DS Core Care 1-3,충청북도,충주시,갱고개로 147,043-845-2880,Primescan Connect,6795491,M6785344S809163/JJCT044,2025-05-19,114717,WEST
소래미소치과,DS Core Care 1-3,인천광역시,남동구,앵고개로 928,032-271-3770,Primescan Connect,6795491,M6785344S809307 / DYLF164,2025-05-16,114724,WEST
이사랑치과의원_경남 통영시,DS Core Care 1-3,경상남도,통영시,중앙로 240,055-641-2804,Primescan Connect,6795491,M6785344S809331/BRS6C54,2025-05-16,109457,EAST
의료법인 금강의료재단_(구.고치과.고운치과)_경남 창원,DS Core Care 1-3,경상남도,창원시,의창구 용호동 73-43,055-285-0987,Primescan Connect,6795491,M6785344S809104,2025-05-16,104104,EAST
죽전탑치과의원,DS Core Care 1-3,대구광역시,달서구,달구벌대로 1545,,Primescan Connect,6795491,M6785344S809250,2025-05-15,114725,EAST
서울정성치과,DS Core Care 1-3,경기도,구리시,건원대로34번길 25,031-569-2080,Primescan Connect,6795491,M6785344S809161/87SF164,2025-05-15,114718,EAST
행복한치과의원,DS Core Care 1-3,경기도,남양주시,와부읍 덕소로97번길 3,031-521-2825,Primescan Connect,6795491,M6785344S809157/C30W044,2025-05-15,114723,EAST
미래치과_경기 파주시,,경기도,파주시,청석로 260,031-949-2879,Primescan Connect,6795491,M6785344S809168 / 4F5W044,2025-05-15,112538,WEST
킴스치과의원,DS Core Care 1-3,경상북도,김천시,용암로 1,054-433-8929,Primescan Connect,6795491,M6785344S809333,2025-05-15,101920,EAST
서울하이안치과의원_부산 해운대구,DS Core Care 1-3,부산광역시,해운대구,해운대로 814,051-704-2882,Primescan Connect,6795491,M6785344S809330/6W17C54,2025-05-15,111150,EAST
오라치과의원,DS Core Care 1-3,제주특별자치도,제주시,오남로 1,064-758-2875,Primescan Connect,6795491,M6785344S809251/1QN6C54,2025-05-15,114719,WEST
현대치과의원,DS Core Care 1-3,전라남도,화순군,화순읍 만연리 242-1,061-375-7528,Primescan Connect,6795491,M6785344S809302/HGP7C54,2025-05-13,111120,WEST
화이트이(e)치과의원_서울 영등포,DS Core Care 1-3,서울특별시,영등포구,영중로2길 1,1544-2944,Primescan Connect,6795491,M6785344S809626/6VTC194,2025-05-09,112824,WEST
더화이트치과의원,DS Core Care 1-3,부산광역시,해운대구,해운대로 632,051-742-7888,Primescan Connect,6795491,M6785344S809079/9GVV044,2025-05-12,109117,EAST
라임치과의원,DS Core Care 1-3,전라남도,순천시,이수로 321,061-721-2804,Primescan Connect,6795491,M6785344S809217/6HP7C54,2025-05-12,103760,WEST
바른인성치과의원,DS Core Care 1-3,대전광역시,유성구,배울1로 132,,Primescan Connect,6795491,M6785344S809105/3TZV044,2025-05-12,114711,WEST
공감플란트치과의원,DS Core Care 1-3,광주광역시,북구,설죽로 506,,Primescan Connect,6795491,M6785344S809332/5VSUC54,2025-05-07,114712,WEST
석계고운이치과,DS Core Care 1-3,서울특별시,성북구,석관동 133-1 2층,02-962-2755,Primescan Connect,6795491,M6785344S809334/7Y17C54,2025-05-09,106742,EAST
안산본플란트치과의원,DS Core Care 1-3,경기도,안산시,상록구 샘골로 39,031-408-2870,Primescan Connect,6795491,M6785344S809145/JQ1T044,2025-05-09,114710,WEST
모짜르트치과의원,DS Core Care 1-3,부산광역시,해운대구,해운대로 802,051-701-1616,Primescan Connect,6795491,M6785344S809118/812T044,2025-05-09,114709,EAST
지안치과,DS Core Care 1-3,서울특별시,중랑구,동일로92길 40,02-6952-2804,Primescan Connect,6795491,M6785344S809120/28SF164,2025-05-08,111746,EAST
김치과의원,DS Core Care 1-3,전라남도,고흥군,도양읍 녹동남촌 1길 12,061-844-2875,Primescan Connect,6795491,M6785344S809335/J8J6C54,2025-04-30,114707,WEST
동탄하나로치과의원,DS Core Care 1-3,경기도,화성시,동탄순환대로27길 30,031-373-0002,Primescan Connect,6795491,M6785344S809167 /3KWS044,2025-04-30,114703,WEST
수치과,DS Core Care 1-3,경기도,화성시,향남읍 행정리 향남택지지구 435-2번지 성지프라자 3층 305,031-8059-2828,Primescan Connect,6795491,M6785344S809076 / 3XPS044,2025-04-30,114695,WEST
올바른홍치과의원,DS Core Care 1-3,경기도,포천시,일동면 화동로 1076-1,,Primescan Connect,6795491,M6785344S809003/7C8F164,2025-04-30,114652,EAST
일진치과의원,DS Core Care 1-3,서울특별시,마포구,마포대로 45,02-719-2873,Primescan Connect,6795491,M6785344S809115 / 43SF164,2025-04-29,108449,WEST
사람인치과의원,DS Core Care 1-3,부산광역시,동래구,아시아드대로 186,051-503-5335,Primescan Connect,6795491,M6785344S809114/7Y1T044,2025-04-29,113594,EAST
임플라인 치과의원,DS Core Care 1-3,인천광역시,미추홀구,석정로 21,032-231-2888,Primescan Connect,6795491,M6785344S809116/BYVS044,2025-04-29,114680,WEST
시카고연세치과,DS Core Care 1-3,경기도,수원시,권선구 동수원로242번길 20,031-226-0015,Primescan Connect,6795491,M6785344S809210/8957C54,2025-04-28,114696,WEST
서울닥터한치과의원,DS Core Care 1-3,서울특별시,중구,퇴계로 452-1,02-2235-2875,Primescan Connect,6795491,M6785344S809306 / DGJ6C54,2025-05-09,114678,WEST
이금호치과의원,,전라남도,화순군,화순읍  만연리 225,061-374-2804,Primescan Connect,6795491,실물장비시리얼 현장에서 확인 필요합니다.,2025-08-12,100989,WEST
가디언즈치과 당진점,,충청남도,당진시,계성3길 11,041-352-7518,Primescan Connect,6795491,M6785344S810385/DXWGH74,2025-08-07,113019,WEST
뉴욕플란트치과의원,,경상남도,창원시,마산회원구 북성로 127,055-719-2875,Primescan Connect,6795491,M6785344S807334,2025-08-07,114881,EAST
김&박 치과,,충청남도,천안시,동남구 사직동 188-8,041-622-2879,Primescan Connect,6795491,M6785344S810382/4JFFH74,2025-08-07,114876,WEST
연세세이브치과의원,DS Core Care 1-3,경기도,과천시,과천대로 111,,Primescan Connect,6795491,M6785344S810300/4BXZ694,2025-08-05,114875,WEST
가디언즈치과 당진점,,충청남도,당진시,계성3길 11,041-352-7518,Primescan Connect,6795491,M6785344S809914/JCR3T34,2025-07-31,113019,WEST
굿플란트치과의원,DS Core Care 1-3,광주광역시,남구,봉선로 2,062-419-2828,Primescan Connect,6795491,M6785344S810248/54V4D44,2025-07-31,114867,WEST
순천다인치과의원,DS Core Care 1-3,전라남도,순천시,조례1길 3,061-726-2877,Primescan Connect,6795491,M6785344S810381/HM3FH74,2025-07-30,114858,WEST
써밋 치과의원,DS Core Care 1-3,서울특별시,용산구,한강대로 66,,Primescan Connect,6795491,M6785344S809883 / 9L6K294,2025-07-29,114868,WEST
화순중앙치과의원,DS Core Care 1-3,전라남도,화순군,화순읍 칠충로 101,,Primescan Connect,6795491,M6785344S809637/6RTC194,2025-07-30,114861,WEST
이편한치과,DS Core Care 1-3,충청남도,천안시,서북구 봉정로 370 303,041-558-2275,Primescan Connect,6795491,M6785344S810317/3J3FH74,2025-07-29,113398,WEST
현 치과의원,DS Core Care 1-3,서울특별시,노원구,공릉동  408-4 하나은행 2층,02-974-2827,Primescan Connect,6795491,M6785344S810316,2025-07-28,114843,EAST
하나치과의원,DS Core Care 1-3,제주특별자치도,제주시,신성로 76 3층,064-725-3002,Primescan Connect,6795491,M6785344S810314/1CLFH74,2025-07-28,101414,WEST
임플라인치과의원 포천점,DS Core Care 1-3,경기도,포천시,일동면 화동로 1052-1,031-8089-7582,Primescan Connect,6795491,M6785344S809879/9MXC194,2025-07-28,114860,EAST
K&K서울치과의원,,부산광역시,동래구,명안로85번길 52,051-522-0115,Primescan Connect,6795491,M6785344S809995/F9F3T34,2025-07-25,106417,EAST
압구정에이플러스치과,DS Core Care 1-3,서울특별시,강남구,영동대로 704,02-3442-7575,Primescan Connect,6795491,M6785344S810252/1N49D44,2025-07-25,114321,EAST
이튼튼치과의원,DS Core Care 1-3,경기도,김포시,중봉로 15 ,031-984-2858,Primescan Connect,6795491,M6785344S809905/8L2F244,2025-07-21,114851,WEST
부천청담네오플란트치과,DS Core Care 1-3,경기도,부천시,부흥로303번길 6,1644-8828,Primescan Connect,6795491,M6785344S809730,2025-07-23,114852,WEST
연세유라인치과의원,,서울특별시,강남구,강남대로 390,02-556-2822,CEREC MC XL Premium Package B-Unit,6436054,309468,2022-03-17,114110,EAST
비앤씨치과의원,,서울특별시,서초구,반포동 18-3 래미안퍼스티지중심상가 331~332호,02-532-8675,CEREC MC XL Premium Package B-Unit,6436054,313747,2023-05-02,107001,EAST
기쁨이샘솟는치과의원,,서울특별시,은평구,진관동 20 은평뉴타운상림마을 2층 상가 821동 201호~202호,02-737-7522,CEREC MC X B-Unit,6436021,238298,2022-06-20,112695,WEST
하임치과의원,,서울특별시,강남구,논현로98길 34,02-596-2080,CEREC MC X B-Unit,6436021,238295,2022-06-13,109155,EAST
연세플러스치과,,경기도,수원시,장안구 경수대로 979,031-251-2833,CEREC MC X B-Unit,6436021,236655,2022-05-25,107094,WEST
오랄디자인 서울,,서울특별시,강남구,강남대로132길 59,02-3153-9124,CEREC MC X B-Unit,6436021,241682,2022-12-28,112347,EAST
연세대학교 의과대학 강남세브란스병원,Chairside Package 1-3,서울특별시,강남구,언주로 211,02-2019-1340,CEREC MC X B-Unit,6436021,241677,2022-12-15,104215,EAST
김앤이치과의원,,서울특별시,서초구,강남대로 341,02-2055-2875,CEREC MC X B-Unit,6436021,239896,2024-06-18,110470,EAST
인하대학교의과대학부속병원 (인하대병원),,인천광역시,중구,인항로 27,032-890-2472032-890-2114,inFire HTC speed incl.Metal EU,6416205,5552,2016-04-04,104954,WEST
이가웃는치과의원,,충청남도,천안시,서북구 불당22대로 67,041-417-0344,CEREC Primescan AC,6622000,100673(102732),2022-02-17,112496,WEST
스마일웰치과의원,,경상북도,경산시,대학로 23,053-710-2884,CEREC Primescan AC,6622000,100672,2022-01-07,112435,EAST
Camp Walker Dental Clinic Camp Walker(주한 미군 육군 비행장 카투사),,대구광역시,남구,대명 9동,,CEREC Primescan AC,6622000,112655,2022-01-19,,EAST
Camp Carroll Dental Clinic Camp Carroll,,경상북도,칠곡군,,,CEREC Primescan AC,6622000,112443,2022-01-19,,EAST
연세대학교 의과대학 강남세브란스병원,Chairside Package 1-3,서울특별시,강남구,언주로 211,02-2019-1340,CEREC Primescan AC,6622000,110290,2022-12-15,104215,EAST
하이치과의원,,광주광역시,광산구,장신로 82 ,062-951-2842,CEREC Primescan AC,6622000,103652(102175),2022-11-30,112973,WEST
Sergeant Kim Dental Clinic Camp Humphreys,,경기도,평택시,USAG Humphreys,,CEREC Primescan AC,6622000,113859,2022-11-01,,WEST
OSAN AB,,경기도,오산시,US Airforce,031-661-2533,CEREC Primescan AC,6622000,114576,2023-02-06,110612,WEST
사과나무치과의원_충남 아산,Chairside Package 1-3,충청남도,아산시,탕정면 매곡리 1218 젤존트윈시티 1동 405호,041-427-2882,CEREC Primescan AC,6622000,113548,2023-08-07,113367,WEST
금토정성치과의원,,경기도,성남시,수정구 금토로80번길,031-709-2888,CEREC Primescan AC,6622000,112078,2023-06-27,113259,EAST
타임치과의원_서울 강동구,Chairside Package 1-3,서울특별시,강동구,양재대로 1518,02-472-2888,CEREC Primescan AC,6622000,100218(1777),2019-11-25,111347,EAST
디지털프라임치과_경기 남양주,Chairside Package 4-6,경기도,남양주시,늘을1로16번길 29,031-595-5300,CEREC Primescan AC,6622000,100216(1775),2019-09-24,111152,EAST
인터서울치과의원_서울 용산구,Chairside Package 1-3,서울특별시,용산구,한강대로 95,02-714-0328,CEREC Primescan AC,6622000,100215(1837),2019-09-18,106324,WEST
서울좋은치과,Chairside Package 1-3,충청북도,청주시,흥덕구 대신로 132,043-263-7528,CEREC Primescan AC,6622000,100212(1774),2019-09-17,108247,WEST
본수치과의원,,강원특별자치도,춘천시,후석로 328,033-252-7525,CEREC Primescan AC,6622000,100211(1773),2019-09-16,110477,EAST
진영이사랑치과의원,,경상남도,김해시,진영읍 김해대로365번길 6-10 센텀메디컬 4층,055-343-7944,CEREC Primescan AC,6622000,100511(102162),2021-08-25,107579,EAST
더편한디지털치과의원,,부산광역시,기장군,기장읍 차성로 288번길 50,051-724-2875,CEREC Primescan AC,6622000,100214(1837),2020-09-09,111731,EAST
서울탑치과의원,Chairside Package 1-3,경기도,양주시,백석읍 양주산성로 645,031-879-2777,CEREC Primescan AC,6622000,101354(235),2020-07-21,111653,EAST
나노치과,Chairside Package 1-3,경기도,화성시,동탄순환대로 18길 16,031-373-2870,CEREC Primescan AC,6622000,100513(102161),2020-05-22,110866,WEST
강릉원주대학교치과병원,Chairside Package 1-3,강원특별자치도,강릉시,죽헌길 7 ,033-640-3155,CEREC Primescan AC,6622000,100512,2020-05-21,100806,EAST
Carius Dental Clinic Camp Humphreys(평택미군부대),,경기도,평택시,USAG Humphreys,,CEREC Primescan AC,6622000,106244,2021-01-11,,WEST
Carius Dental Clinic Camp Humphreys(평택미군부대),,경기도,평택시,USAG Humphreys,,CEREC Primescan AC,6622000,106247,2021-01-11,,WEST
램브란트치과 (상인점),Chairside Package 1-3,대구광역시,달서구,월배로 175 ,053-643-2875,CEREC Primescan AC,6622000,"100213(	1839)",2020-12-30,108232,EAST
